ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
,,US:Alaska,"Mar 16, 2020","May 01, 2020",public schools to close,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,,,
,,US:Alaska,"Mar 18, 2020",,restaurants were restricted to take-out and delivery,,,,restaurant limitations,,https://gov.alaska.gov/newsroom/2020/03/17/governor-issues-covid-19-health-mandates-003-and-004/,,,,
,,US:Alaska,"Mar 25, 2020",,everyone arriving in Alaska to self-quarantine for 14 days upon arrival,,,,domestic traveller quarantine,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska,,,,
,,US:Alaska,"Mar 18, 2020",,entertainment venues such as movie theaters and gyms were closed,,,,cultural activity limitation,,https://gov.alaska.gov/newsroom/2020/03/17/governor-issues-covid-19-health-mandates-003-and-004/,,,,
,,US:Alaska,"Mar 28, 2020",,"all persons in Alaska, except for those engaged in essential health care services, public government services, and essential business activities, are mandated to remain at their place of residence and practice social distancing",,,,blanket curfew - no symptoms,,https://gov.alaska.gov/newsroom/2020/03/27/governor-issues-covid-19-health-mandates-on-social-distancing-limiting-intrastate-travel-2/,,,,
,,US:Alaska,"Mar 28, 2020",,"all in-state travel between communities, whether resident, worker, or visitor, is prohibited unless travel is to support critical infrastructure; or for critical personal needs",,,,domestic travel ban,2,https://gov.alaska.gov/newsroom/2020/03/27/governor-issues-covid-19-health-mandates-on-social-distancing-limiting-intrastate-travel-2/,,,,
,,Japan,"Mar 20, 2020",,"Japanese government published flyers containing instructions: how to wash hand and sneeze properly. Encourage citizens to avoid crowds and implement social distancing. ",,,,"handwashing encouragement, social distancing advice",,https://www.cas.go.jp/jp/influenza/novel_coronavirus.html,,,,
,,Japan,"Feb 28, 2020",,"Japan government Internet TV- released video of how to properly wear a mask ",,,,"coronavirus education activities, public mask encouragement",,https://nettv.gov-online.go.jp/prg/prg20344.html,,,,
,,Japan,"Feb 28, 2020",,"Japanese government Internet TV- released video of handwashing instruction ",,,,"coronavirus education activities, handwashing encouragement",,,,,,
,,Japan,"Feb 28, 2020",,"Japanese government Internet TV- released videos of safety measures for containing COVID-19 * contains multiple source URLs. ",,,,coronavirus education activities,,"https://nettv.gov-online.go.jp/prg/prg20290.html, https://nettv.gov-online.go.jp/prg/prg20320.html,  https://nettv.gov-online.go.jp/prg/prg20357.html ,   https://nettv.gov-online.go.jp/prg/prg20410.html, https://nettv.gov-online.go.jp/prg/prg20434.html",,,,
,,South Korea,"Apr 01, 2020",,"All arrival passengers from the world (including travel and short term travellers)- must be in 14 days quarantine either in self-isolation (if you have accommodation) or in government designated relief centres. ",,,,international traveller quarantine - all countries,,http://www.korea.kr/news/policyNewsView.do?newsId=148870954&pWise=sub&pWiseSub=B12,,,,
,,South Korea,,,,,,,,,,,,,
,,South Korea,"Mar 28, 2020",,"Arrival national passengers from Europe & US who do not have access to own car- govt will support designated airport limousine bus and bullet train compartment. ",,,,special management arrangements,,https://www.cdc.go.kr/board/board.es?mid=a20501000000&bid=0015&list_no=366673&act=view,,,,
,,South Korea,"Mar 28, 2020",,Violation of Self-isolation: maximum 1 year imprisonment or 10 million won (= USD830) penalty,,,,compulsory isolation,,https://www.cdc.go.kr/board/board.es?mid=a20501000000&bid=0015&list_no=366673&act=view,,,,
https://epidemicforecasting.slack.com/archives/C0100BY1EJZ/p1585559081013600?thread_ts=1585491859.010900&cid=C0100BY1EJZ,,US:New York,"Mar 28, 2020",,"Cuomo announced that the state would allow two patients to share one ventilator using a technique he called ""splitting"" where a second set of tubes would be added to the ventilator",,,,clinic specialisation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,,,
https://epidemicforecasting.slack.com/archives/C0100BY1EJZ/p1585559081013600?thread_ts=1585491859.010900&cid=C0100BY1EJZ,,US:New York,"Mar 12, 2020",,"all public school districts in Dutchess, Orange, and Ulster counties in the Mid-Hudson Valley, which had reported their first cases earlier in the week, announced they would close for the next two weeks",,,"Dutchess County, Orange County, Ulster County",school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,,,
https://epidemicforecasting.slack.com/archives/C0100BY1EJZ/p1585559081013600?thread_ts=1585491859.010900&cid=C0100BY1EJZ,,US:New York,"Mar 12, 2020",,all Broadway theatres have been ordered to shut down at 5 p.m. that day,,,,cultural activity limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response,,,,
,,Bosnia and Herzegovina,"Mar 19, 2020",,"Some cities, such as Visoko, installed hand sanitizers through the city, in addition to frequent overnight disinfection of streets",,Visoko,,public hygiene,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,people under the age of 18 and over 65 in the Federation of BiH.,Bosnia and Herzegovina,"Mar 20, 2020",,"The civil protection service of Federation of B&H on 20 March 2020 issued an order, which banned the movement of people under the age of 18 and over 65 in the Federation of BiH.",,,Federation of Bosnia and Herzegovina,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 22, 2020",,"On 21 March 2020, a curfew was introduced for the entire Federation of Bosnia and Herzegovina every day from 18:00 until 05:00, and its implementation started on 22 March 2020.[70] On 29 March 2020, time for curfew was changed to 20:00 until 05:00.[66]",,,Federation of Bosnia and Herzegovina,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 21, 2020",,"On 21 March 2020, curfew was introduced in entire Republika Srpska every day from 20:00 until 05:00, and total ban of movement for people older that 65.",,,Republika Srpska,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 28, 2020",,On 28 March 2020 the National Assembly declared the state of emergency in Republika Srpska.,,,Republika Srpska,emergency declaration,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 22, 2020",,"Since 22 March 2020, it is prohibited in Brčko District to gather and move in public places and open or closed public areas in a group of three or more persons throughout the day,",,,Brčko District,outdoor gatherings banned,3,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 21, 2020",,"From 21 March, most of the sports activities were canceled across the entire country, including all football matches in all categories",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 22, 2020",,curfew was introduced in entire Brčko District every day from 21:00 until 05:00.,,,Brčko District,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,,,,,,,,,,,,,
,,Ireland,"Mar 27, 2020","Apr 12, 2020","On 27 March the government announced people must stay at home until 12 April from the following midnight with the following exemptions:
to travel to and from work (where work is essential);
shopping for food or household goods
to attend medical appointments or collect medicines or related products
for vital family reasons, such as caring for a relative
to take brief exercise within 2km of home
farming purposes, such as food production or care of animals","to travel to and from work (where work is essential);
shopping for food or household goods
to attend medical appointments or collect medicines or related products
for vital family reasons, such as caring for a relative
to take brief exercise within 2km of home
farming purposes, such as food production or care of animals",,,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 27, 2020","Apr 12, 2020",All public or private gatherings of any number of people outside a residence are prohibited.,,,,outdoor gatherings banned,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 27, 2020","Apr 12, 2020","More non-essential shops and services will be closed, adult community education centers and local community centres will be shut.",,,,limited nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 27, 2020","Apr 12, 2020","All non-essential surgery, health procedures and other non-essential health services will be postponed.",,,,hospital treatment,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 27, 2020","Apr 12, 2020","All visits to hospitals, other residential healcare facilities and prisons will cease, with specific exemptions on compassionate grounds.",,,,"ban on visit to nursing homes, prisons closed to visitors, visiting in hospital banned",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,over 70 years of age or who are in specific categories of vulnerable people,Ireland,"Mar 27, 2020","Apr 12, 2020",Shielding or cocooning of those over 70 years of age or who are in specific categories of vulnerable people will be introduced.,,,,isolation advice to elderly,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Slovakia,"Mar 10, 2020",,"On 10 March, Slovakia suspended all sports events for two weeks, 17 days before the Republic of Ireland were due to play the country's football team in Bratislava in their UEFA Euro 2020 play-off.",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 24, 2020",,"On 24 March, it was announced that the state would take control of all private hospital facilities for the duration of the coronavirus pandemic.",,,,increase hospital capacity,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,"Mar 21, 2020",,"On 21 March, State broadcaster Raidió Teilifís Éireann announced that it would begin showing ""school"" live on television.",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
,,Ireland,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,Finland,,,,,,,,,,,,,
,,Finland,,,,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,
,,Finland,"Mar 21, 2020",,"The first death, an elderly individual who lived in the Helsinki and Uusimaa hospital district, who had died a day earlier, was reported on 21 March",,,,first death,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,
,,Finland,"Mar 28, 2020",,"On 27 March the Parliament voted unanimously to close the borders of the Uusimaa region, which has the most confirmed cases, in hopes of slowing down the epidemic in the rest of the country. The restriction came into force the following midnight. Uusimaa has 1.7 million inhabitants, nearly one third of Finland's total population, and contains the capital city Helsinki. Travel to and from Uusimaa is prohibited without a valid reason and several hundred police officers are enforcing the restriction with the assistance of the Finnish Defence Forces.",,,Uusimaa region,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,
,,Andorra,,,,,,,,,,,,,
,,Andorra,,,,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
,,Andorra,"Mar 22, 2020",,"On 22 March, an 88-year-old man became the first confirmed death in the country as the number of cases rose to 112.",,,,first death,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
,,Estonia,"Mar 24, 2020",,"On 24 March Government Emergency Committee decided that at least 2 meters distance between people should be kept in public places,",,,,social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,"Mar 24, 2020",,up to two people are allowed to gather in public space,,,,outdoor gatherings banned,2,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,"Mar 27, 2020",,On 27 March Emergency Committee decided to tighten quarantine rules in Saaremaa and Muhu: majority of shops will be closed and new movement restrictions are introduced.,,"Muhu, Saaremaa",,quarantine zone,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,"Mar 14, 2020",,"From 14 March, Estonia's western islands Hiiumaa, Saaremaa, Muhu, Vormsi, Kihnu and Ruhnu were closed to all but residents.",,"Hiiumaa, Kihnu, Muhu, Ruhnu, Saaremaa, Vormsi",,quarantine zone,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,"Mar 14, 2020",,"Operating bans were extended to recreation and leisure establishments, ordering sports halls and clubs, gyms, pools, aqua centers, saunas, daycares, and children's playrooms to be closed immediately",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,"Mar 15, 2020",,The Estonian shipping company Tallink decided to suspend their ferry service on the Tallinn-Stockholm route from 15 March,,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Estonia,,,,,,,,,,,,,
,,Estonia,"Mar 17, 2020",,The Latvian airline airBaltic suspended all flights from 17 March including those from Tallinn Airport,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,
,,Iceland,"Mar 18, 2020",,Residents in Iceland who arrive from abroad will now go into quarantine,,,,international traveller quarantine - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 18, 2020",,"As of 18 March, the whole world is defined as a high risk area. All travel abroad is discouraged and residents in Iceland who are currently abroad are encouraged to return home as soon as possible.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 21, 2020",,"On 21 March, a stricter ban on public assemblies was put in place in Vestmannaeyjar. Assemblies there with more than 10 persons would now be prohibited.",,Vestmannaeyjar,,outdoor gatherings banned,10,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 21, 2020",,"A still stricter ban was announced for the Húnaþing vestra district, where all inhabitants have been ordered to stay at home except to buy necessities.",to buy necessities.,Húnaþing vestra,,blanket curfew - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 24, 2020",,"From 00:00 on 24 March, a nation-wide ban on public assemblies over 20 took effect.",,,,outdoor gatherings banned,20,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 24, 2020",,"All swimming pools, museums, libraries and bars closed,",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,"Mar 24, 2020",,"closed, as did any businesses requiring a proximity of less than 2 m (hairdressers, tattoo artists, etc.).",,,,general nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
,,Iceland,,,,,,,,,,,,,
,,Belgium,"Mar 17, 2020",,"On the evening of 17 March, the Prime Minister broadcast a decision to impose stricter social distancing measures from noon the following day until 5 April, with non-essential travel prohibited,",,,,"blanket curfew - no symptoms, domestic travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belgium,,,,
,,Belgium,"Mar 17, 2020",,"non-essential shops to close,",,,,general nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belgium,,,,
,,Belgium,"Mar 17, 2020",,"gatherings banned,",,,,outdoor gatherings banned,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belgium,,,,
,,Belgium,"Mar 20, 2020",,"On 20 March, from 3 p.m. onwards Belgium closed its borders to all non-essential travel",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belgium,,,,
,,Belgium,,,,,,,,,,,,,
,,Czechia,"Mar 20, 2020",,"As of March 20, 2020, from 00.00 am, all others present in selected retail stores between 7.00 am and 9.00 am with a minimum personality of over 65 years and persons holding a ZTP / P 50 years",,,,elderly,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,,Czechia,"Mar 24, 2020",,"When contacting others, keep a distance of at least 2 meters, if possible.",,,,social distancing,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,,Czechia,"Mar 24, 2020",,"From 24 March 2020 at 06.00, it is possible to stay in publicly accessible places for a maximum of two persons, with the exception of household members, occupation, business or other similar activity or participation in a funeral. ",,,,outdoor gatherings banned,2,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,real estate agents and the services of accounting and tax advisors.,Czechia,"Mar 20, 2020",,"Since 20 March 2020, there are further exceptions to the ban on retail and service sales, which no longer applies to the activities of real estate agents and the services of accounting and tax advisors.",,,,business resumed,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,,Czechia,"Mar 25, 2020",,"As of 25 March 2020, from 00.00 hours, all persons are prohibited from being present in retail outlets over 500 m2 between 08.00 and 10.00, except for persons over 65 years of age.",,,,elderly,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,,Czechia,,,,,,,,,,,,,
,,Czechia,"Mar 31, 2020",,"From Tuesday, March 31, 2020, from 12:00 am, all citizens of the Czech Republic and foreigners authorized to stay in the Czech Republic for more than 90 days will be compulsorily ordered a home quarantine for 14 days after returning to the Czech Republic regardless of the country from which are coming back.",,,,international traveller quarantine - all countries,,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
,,US: Pennsylvania,"Mar 16, 2020",,bars and restaurants will be ordered to close to dine-in customers in those counties,,,"Beaver County, Butler county, Centre County, Washington County, Westmoreland County",restaurant limitations,,,,,,
,,US: Connecticut,"Mar 03, 2020",,"Southern Connecticut State University suspended all institutionally-supported travel to nations including Italy, China, South Korea, and Japan",,,,international travel ban - risk countries,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Connecticut,"Mar 10, 2020",,governor Ned Lamont declared a civil preparedness and public health emergency in response to the coronavirus,,,,state of emergency,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Connecticut,"Feb 06, 2020",,"On February 6, the Connecticut Department of Public Health released a document with information intended for schools to prevent the spread of the virus. The document advocated for those who had been to China recently to self-monitor for 14 days",,,,voluntary isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Pennsylvania,"Mar 23, 2020",,"Governor Wolf issued additional stay at home orders for seven counties: Allegheny, Bucks, Chester, Delaware, Montgomery, Monroe",,,"Allegheny County, Bucks county, Delaware County, Monroe Conty, Montgomery County","cluster isolation - no symptoms, social distancing",1,,,,,
,,US: Pennsylvania,"Mar 22, 2020",,"On March 22, Philadelphia Mayor Jim Kenney issued a stay-at-home order for the city",,Philadelphia,,cluster isolation - no symptoms,1,,,,,
,,US: Pennsylvania,"Mar 16, 2020",,A no visitor policy was implemented for correctional facilities and nursing homes statewide,,,,"ban on visit to nursing homes, very large event cancellation or postponement",,,,,,
,,US: Pennsylvania,"Mar 13, 2020",,Governor Wolf announced that all Pennsylvania schools will be closed for at least two weeks,,,,school closure,,,,,,
,,US: Pennsylvania,"Mar 21, 2020",,"The PA Department of Education canceled all statewide assessments including the PSSA testing, Keystone exams, and the Pennsylvania Alternate System of Assessment (PASA)",,,,exam postpone,,,,,,
,,US: Connecticut,"Mar 08, 2020",,first case confirmed,,,,first case,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Pennsylvania,"Mar 28, 2020",,"Governor Tom Wolf issued a stay-at-home order for Beaver, Butler, Westmoreland, Centre, and Washington Counties",,,"Beaver County, Butler county, Centre County, Washington County, Westmoreland County","blanket curfew - no symptoms, social distancing",2,,,,,
,,US: Pennsylvania,"Mar 21, 2020",,Governor Wolf announced that all Pennsylvania schools will be closed for at least two,,,,school closure,,,,,,
,,US: Connecticut,"Mar 05, 2020",,"On March 5, over 200 people in Connecticut were advised to self-monitor for symptoms",,,,voluntary isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Massachussets,"Mar 13, 2020",,Massachusetts Governor Charlie Baker prohibited gatherings of more than 250 people,,,,indoor gatherings banned,250,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 15, 2020",,dine-in restaurants banned,,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Feb 01, 2020",,The first case of COVID-19 was confirmed by state health officials on February 1,,,,first case,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 13, 2020",,"Cardinal O'Malley announced that all daily and Sunday Masses, and other religious services would be suspended in the Archdiocese of Boston until further notice amid concerns about COVID-19",,Boston,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 15, 2020","Apr 07, 2020","On March 15, Baker ordered all public and private schools in Massachusetts closed for three weeks from March 17",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 13, 2020",,"On March 13, the Boston Marathon was postponed",,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Apr 15, 2020",,gatherings banned (25 people),,,,"indoor gatherings banned, outdoor gatherings banned, social distancing",25,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 10, 2020",,most schools and universities shut,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Connecticut,"Mar 16, 2020",,governor Lamont ordered all schools to close after March 16,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,US: Connecticut,"Mar 28, 2020",,the CDC advised residents of the region not to travel except for essential purposes,,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Connecticut,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,US:Arkansas,"Mar 11, 2020",,First case reported,,,,first case,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arkansas,,,,
,,US:Arkansas,"Mar 12, 2020",,School closings in selected counties linked to the 6 cases reported at the time,,,,cohort isolation - no symptoms,2,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arkansas,,,,
,,US:Arkansas,"Mar 13, 2020",,first announced instance of community spread,,,,community spread,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arkansas,,,,
,,US:Arkansas,"Mar 17, 2020","Apr 17, 2020",Public school closure; Schools would remain closed through spring break the following week; later prolonged to April 17,,,,school closure,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arkansas,,,,
,,US:Arkansas,"Mar 26, 2020",,Gatherings of more than 10 people both indoor and outdoor are prohibited,"business, places of worship, government bodies, open spaces like parsk etc.",,,"indoor gatherings banned, outdoor gatherings banned",10,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-10._.pdf,,,,
,,US:Arkansas,"Mar 26, 2020",,Gatherings of people exempt from the limit of 10 people (e.g. places of worship) are advised to maintain social distancing of at least 6 feet,,,,social distancing advice,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_20-10._.pdf,,,,
,,US:Arkansas,"Mar 19, 2020",,"all hospitals shall conduct
mandatory temperature and COVID-19 symptom screening of staff and visitors",,,,healthcare entry screening,1,https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,,,,
,,US:Arkansas,"Mar 19, 2020",,"dine-in
opportunities are closed until further notice but are allowed to remain open for carry-out, drive
through and delivery",,,,restaurant limitations,1,https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,,,,
,,US:Arkansas,"Mar 13, 2020","Apr 12, 2020","all long-term care facilities to
prohibit all visitation for thirty (30) days unless medically necessary or by law enforcement or
other emergency personnel",,,,cohort isolation - no symptoms,2,https://www.healthy.arkansas.gov/images/uploads/pdf/ADH_LTC_Directive_Revised_2020-03-13.pdf,,,,
,,US:Arkansas,"Mar 19, 2020",,"gyms (including fitness centers/clubs,
fitness classes, and group fitness studios) and indoor entertainment venues, such as bowling
alleys, trampoline parks, and indoor amusement centers, are closed to nonessential functions
until further notice",,,,cultural activity limitation,1,https://www.healthy.arkansas.gov/images/uploads/pdf/Directive_03.19.2020_final.pdf,,,,
,,US:Colorado,"Mar 05, 2020",,First two cases reported,,,,first case,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 14, 2020","Apr 06, 2020",executive order to close downhill ski areas for a week (later prolonged),,,,sports cancellation,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 17, 2020",,all bars and restaurants closed by 8 a.m. on March 17 (except for food delivery and pickup),,,,restaurant limitations,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 17, 2020",,"state-wide closure of dine-in services, gyms, casinos, and theaters",,,,cultural activity limitation,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 17, 2020",,banned gatherings of more than 50 people,,,,"indoor gatherings banned, outdoor gatherings banned",50,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 18, 2020",,banned gatherings of more than 10 people,,,,"indoor gatherings banned, outdoor gatherings banned",10,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 23, 2020","Apr 30, 2020","closure of ""nonessential"" businesses",,,,general nonessential business suspension,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 19, 2020","Apr 17, 2020",Govenor Jared Polis closed schools until April 17,,,,school closure,1,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,US:Colorado,"Mar 26, 2020","Apr 11, 2020","Govenor Jared Polis put the state of Colorado in complete lock-down, with a stay-at-home order",,,,blanket curfew - no symptoms,2,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Colorado,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,US: Massachussets,"Mar 16, 2020",,Boston Mayor Marty Walsh ordered construction projects to shut down,,Boston,,activity cancellation - other,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 15, 2020",,Emergency legislation will be filed to allow new unemployment claims to be paid more quickly by waiving the one-week waiting period for unemployment benefits that currently exist under state law.,,,,unemployment benefits extension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 15, 2020",,Hospitals will be required to screen visitors and restrict visitation.,,,,healthcare entry screening,,https://www.nbcboston.com/news/local/26-new-coronavirus-cases-in-massachusetts-164-total/2091478/,,,,
,,US: Massachussets,"Mar 15, 2020",,visits to nursing homes banned,,,,ban on visit to nursing homes,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts,,,,
,,US: Massachussets,"Mar 24, 2020","May 04, 2020",Governor Baker declared schools closed until May 4,,,,school closure,,,,,,
,,US: Massachussets,"Mar 23, 2020",,social distancing protocols should be followed,,,,social distancing,,,,,,
,,US: Massachussets,"Mar 23, 2020",,Nonessential businesses are ordered to close physical workplaces.,,,,general nonessential business suspension,,,,,,
